windows-installer,5665,13
windows-mobile,3729,2
windows-nt,42,1
windows-phone,46344,32
windows-phone-7,20846,10
windows-phone-8,25307,19
windows-phone-8-emulator,379,1
windows-phone-8.1,7787,8
windows-rt,226,2
windows-runtime,8047,5
windows-scripting,194,2
windows-server,7394,86
windows-server-2003,1243,6
windows-server-2008,4193,27
windows-server-2008-r2,1632,11
windows-server-2012,1624,32
windows-server-2012-r2,570,20
windows-server-2016,25,10
windows-server-container,1,1
windows-services,6601,24
windows-share,27,1
windows-shell,606,1
windows-store,6689,8
windows-store-apps,6431,5
windows-update,176,1
windows-vista,1606,4
windows-xp,3575,9
windows-xp-sp3,132,1
windows2012,129,5
windowsiot,99,1
windsor-facilities,32,1
wine,365,2
winforms,67243,11
wininet,443,1
winrm,173,47
winrt-xaml,3869,1
winrt-xaml-toolkit,103,1
winscp,425,1
winston,244,5
winstone,14,3
wiredtiger,57,1
wiremock,57,2
wireshark,1507,3
wix,7127,18
wix3.5,654,1
wix3.7,368,1
wix3.9,102,1
wizard,2504,15
wkhtmltopdf,1349,8
