win32-service-gem,3,1
win32com,560,2
win32ole,186,1
win64,157,1
winapi,27454,10
winbinder,6,1
windbg,1846,2
window,227534,1508
window-tester,17,1
window.location,420,1
windowbuilder,410,1
windows,211694,1489
windows-10,4635,47
windows-10-mobile,585,1
windows-2003-webserver,48,1
windows-7,11624,68
windows-7-x64,1535,14
windows-8,13738,32
windows-8.1,3782,16
windows-applications,864,2
windows-authentication,1843,1
windows-azure-networking,55,1
windows-azure-storage,2405,11
windows-console,265,2
windows-firewall,268,2
