apple,30,1
dump,1,1
hardware,24,2
sharp-el9000,1,1
z80,2,1
msx,3,1
ms-dos,6,2
amiga,27,1
80286,2,1
atari-2600,1,1
power-macintosh,1,1
compilers,2,1
shell,2,2
assembly,5,1
atari-basic,3,1
collectability,1,1
r800,1,1
hard-disk,4,1
zx-spectrum,13,1
amiga-500,2,1
programming,7,1
disk-drive,8,1
amigashell,1,1
atari,15,3
amiga-workbench-1.3,1,1
software,14,1
display,7,1
benchmarking,2,1
