"","V1"
"80157",2
"80158",7
"80159",7
"80160",7
"80161",13
"80162",7
"80163",9
"80164",19
"80165",7
"80166",2
"80167",20
"80168",20
"80169",12
"80170",16
"80171",2
"80172",12
"80173",7
"80174",7
"80175",12
"80176",7
"80177",3
"80178",19
"80179",7
"80180",12
"80181",2
"80182",7
"80183",19
"80184",6
"80185",12
"80186",19
"80187",7
"80188",7
"80189",7
"80190",20
"80191",7
"80192",6
"80193",20
"80194",20
"80195",5
"80196",10
"80197",4
"80198",12
"80199",7
"80200",20
"80201",7
"80202",19
"80203",7
"80204",20
"80205",7
"80206",7
"80207",2
"80208",7
"80209",20
"80210",7
"80211",20
"80212",20
"80213",2
"80214",7
"80215",2
"80216",7
"80217",7
"80218",2
"80219",15
"80220",13
"80221",7
"80222",7
"80223",19
"80224",20
"80225",5
"80226",17
"80227",7
"80228",20
"80229",12
"80230",7
"80231",2
"80232",12
"80233",7
"80234",20
"80235",7
"80236",5
"80237",2
"80238",20
"80239",19
"80240",12
"80241",20
"80242",7
"80243",20
"80244",7
"80245",7
"80246",7
"80247",7
"80248",7
"80249",19
"80250",7
"80251",9
"80252",7
"80253",20
"80254",19
"80255",2
"80256",5
"80257",7
"80258",7
"80259",7
"80260",7
"80261",20
"80262",7
"80263",7
"80264",20
"80265",7
"80266",2
"80267",7
"80268",7
"80269",7
"80270",2
"80271",7
"80272",7
"80273",7
"80274",7
"80275",7
"80276",12
"80277",7
"80279",2
"80280",12
"80281",16
"80282",16
"80283",2
"80284",1
"80285",11
"80286",2
"80287",10
"80288",12
"80289",5
"80290",16
"80291",12
"80292",16
"80293",17
"80294",12
"80295",6
"80296",12
"80297",2
"80298",12
"80299",16
"80300",16
"80301",7
"80302",16
"80303",12
"80304",16
"80305",9
"80306",5
"80307",16
"80308",19
"80309",12
"80310",12
"80311",2
"80312",16
"80313",16
"80314",6
"80315",16
"80316",16
"80317",16
"80318",12
"80319",2
"80320",1
"80321",2
"80322",5
"80323",2
"80324",16
"80325",12
"80326",16
"80327",16
"80328",16
"80329",10
"80330",3
"80331",12
"80332",13
"80333",6
"80334",10
"80335",12
"80336",16
"80337",16
"80338",2
"80339",2
"80340",9
"80341",16
"80342",2
"80343",2
"80344",5
"80345",2
"80346",16
"80347",16
"80348",16
"80349",16
"80350",4
"80351",4
"80352",4
"80353",16
"80354",16
"80355",12
"80356",8
"80357",17
"80358",1
"80359",17
"80360",16
"80361",16
"80362",8
"80363",16
"80364",5
"80365",6
"80366",19
"80367",16
"80368",1
"80369",6
"80370",20
"80371",11
"80372",12
"80373",2
"80374",5
"80375",17
"80376",16
"80377",16
"80378",16
"80379",12
"80380",2
"80381",2
"80382",16
"80383",1
"80384",2
"80385",6
"80386",2
"80387",12
"80388",2
"80389",16
"80390",16
"80391",4
"80392",9
"80393",12
"80394",16
"80395",4
"80396",13
"80397",4
"80398",4
"80399",16
"80400",4
"80401",16
"80402",16
"80403",1
"80404",16
"80405",9
"80406",16
"80407",16
"80408",2
"80409",16
"80410",16
"80411",16
"80412",4
"80413",16
"80414",16
"80415",12
"80416",2
"80417",2
"80418",16
"80419",6
"80420",16
"80421",2
"80422",16
"80423",16
"80424",16
"80425",5
"80426",12
"80427",2
"80428",16
"80429",12
"80430",16
"80431",16
"80432",4
"80433",16
"80434",16
"80435",16
"80436",16
"80437",12
"80438",16
"80439",16
"80440",13
"80441",16
"80442",2
"80443",2
"80444",12
"80445",16
"80446",16
"80447",12
"80448",5
"80449",6
"80450",13
"80451",12
"80452",16
"80453",16
"80454",6
"80455",16
"80456",16
"80457",10
"80458",16
"80459",4
"80460",4
"80461",4
"80462",16
"80463",16
"80464",16
"80465",5
"80466",13
"80467",16
"80468",2
"80469",12
"80470",4
"80471",12
"80472",2
"80473",16
"80474",1
"80475",4
"80476",4
"80477",16
"80478",16
"80479",16
"80480",12
"80481",16
"80482",11
"80483",16
"80484",16
"80485",5
"80486",12
"80487",12
"80488",16
"80489",16
"80490",19
"80491",9
"80492",12
"80493",12
"80494",4
"80495",16
"80496",16
"80497",16
"80498",16
"80499",16
"80500",16
"80501",4
"80502",12
"80503",2
"80504",16
"80505",16
"80506",16
"80507",16
"80508",16
"80509",6
"80510",16
"80511",6
"80512",2
"80513",16
"80514",2
"80515",8
"80516",2
"80517",16
"80518",4
"80519",19
"80520",16
"80521",3
"80522",9
"80523",6
"80524",9
"80525",16
"80526",5
"80527",2
"80528",1
"80529",16
"80530",12
"80531",2
"80532",2
"80533",17
"80534",16
"80535",6
"80536",2
"80537",14
"80538",16
"80539",12
"80540",16
"80541",4
"80542",6
"80543",16
"80544",16
"80545",16
"80546",16
"80547",4
"80548",2
"80549",19
"80550",4
"80551",2
"80552",16
"80553",6
"80554",6
"80555",16
"80556",2
"80557",2
"80558",2
"80559",16
"80560",16
"80561",4
"80562",2
"80563",16
"80564",12
"80565",16
"80566",8
"80567",12
"80568",13
"80569",4
"80570",2
"80571",12
"80572",3
"80573",12
"80574",19
"80575",16
"80576",4
"80577",16
"80578",19
"80579",16
"80580",2
"80581",2
"80582",12
"80583",4
"80584",1
"80585",2
"80586",16
"80587",16
"80588",2
"80589",7
"80590",3
"80591",2
"80592",11
"80593",12
"80594",16
"80595",16
"80596",5
"80597",16
"80598",12
"80599",2
"80600",16
"80601",4
"80602",19
"80603",10
"80604",12
"80605",16
"80606",12
"80607",12
"80608",16
"80609",16
"80610",2
"80611",12
"80612",12
"80613",9
"80614",16
"80615",4
"80616",16
"80617",3
"80618",16
"80619",4
"80620",12
"80621",2
"80622",2
"80623",1
"80624",2
"80625",12
"80626",8
"80627",3
"80628",9
"80629",2
"80630",13
"80631",12
"80632",10
"80633",2
"80634",1
"80635",16
"80636",11
"80637",16
"80638",12
"80639",16
"80640",12
"80641",16
"80642",16
"80643",17
"80644",16
"80645",19
"80646",11
"80647",5
"80648",10
"80649",12
"80650",2
"80651",5
"80652",16
"80653",6
"80654",6
"80655",4
"80656",17
"80657",16
"80658",13
"80659",16
"80660",16
"80661",2
"80662",19
"80663",16
"80664",1
"80665",2
"80666",16
"80667",16
"80668",12
"80669",9
"80670",16
"80671",2
"80672",16
"80673",12
"80674",17
"80675",16
"80676",16
"80677",16
"80678",16
"80679",16
"80680",16
"80681",2
"80682",16
"80683",18
"80684",16
"80685",9
"80686",6
"80687",4
"80688",16
"80689",16
"80690",16
"80691",16
"80692",13
"80693",4
"80694",7
"80695",16
"80696",11
"80697",16
"80698",18
"80699",19
"80700",6
"80701",16
"80702",1
"80703",16
"80704",17
"80705",16
"80706",16
"80707",16
"80708",16
"80709",16
"80710",12
"80711",16
"80712",10
"80713",12
"80714",2
"80715",16
"80716",1
"80717",8
"80718",16
"80719",16
"80720",16
"80721",16
"80722",3
"80723",16
"80724",6
"80725",2
"80726",10
"80727",7
"80728",12
"80729",12
"80730",12
"80731",1
"80732",16
"80733",17
"80734",10
"80735",4
"80736",16
"80737",16
"80738",11
"80739",2
"80740",16
"80741",16
"80742",12
"80743",16
"80744",16
"80745",19
"80746",9
"80747",16
"80748",12
"80749",4
"80750",6
"80751",19
"80752",2
"80753",16
"80754",16
"80755",16
"80756",16
"80757",12
"80758",16
"80759",16
"80760",5
"80761",7
"80762",4
"80763",16
"80764",12
"80765",16
"80766",16
"80767",16
"80768",16
"80769",19
"80770",2
"80771",16
"80772",4
"80773",3
"80774",16
"80775",12
"80776",9
"80777",16
"80778",16
"80779",13
"80780",8
"80781",2
"80782",9
"80783",6
"80784",16
"80785",6
"80786",2
"80787",12
"80788",16
"80789",16
"80790",16
"80791",9
"80792",1
"80793",1
"80794",12
"80795",2
"80796",4
"80797",16
"80798",16
"80799",16
"80800",16
"80801",4
"80802",10
"80803",16
"80804",2
"80805",16
"80806",2
"80807",16
"80808",4
"80809",16
"80810",16
"80811",2
"80812",4
"80813",17
"80814",5
"80815",4
"80816",16
"80817",16
"80818",12
"80819",16
"80820",3
"80821",16
"80822",16
"80823",2
"80824",19
"80825",1
"80826",16
"80827",2
"80828",16
"80829",16
"80830",18
"80831",16
"80832",2
"80833",20
"80834",5
"80835",3
"80836",5
"80837",16
"80838",16
"80839",4
"80840",12
"80841",12
"80842",3
"80843",4
"80844",2
"80845",12
"80846",19
"80847",16
"80848",20
"80849",16
"80850",12
"80851",5
"80852",17
"80853",16
"80854",7
"80855",2
"80856",12
"80857",16
"80858",17
"80859",16
"80860",12
"80861",16
"80862",16
"80863",16
"80864",16
"80865",16
"80866",16
"80867",16
"80868",16
"80869",6
"80870",16
"80871",16
"80872",12
"80873",16
"80874",12
"80875",4
"80876",4
"80877",2
"80878",16
"80879",3
"80880",12
"80881",12
"80882",4
"80883",2
"80884",2
"80885",16
"80886",7
"80887",2
"80888",2
"80889",16
"80890",2
"80891",16
"80892",16
"80893",16
"80894",16
"80895",6
"80896",2
"80897",10
"80898",13
"80899",16
"80900",16
"80901",5
"80902",6
"80903",19
"80904",3
"80905",17
"80906",6
"80907",4
"80908",16
"80909",12
"80910",3
"80911",16
"80912",2
"80913",1
"80914",12
"80915",16
"80916",2
"80917",6
"80918",16
"80919",16
"80920",2
"80921",2
"80922",12
"80923",2
"80924",6
"80925",4
"80926",16
"80927",2
"80928",16
"80929",4
"80930",19
"80931",12
"80932",16
"80933",16
"80934",12
"80935",16
"80936",16
"80937",5
"80938",13
"80939",16
"80940",9
"80941",2
"80942",16
"80943",12
"80944",12
"80945",12
"80946",12
"80947",6
"80948",9
"80949",16
"80950",16
"80951",16
"80952",16
"80953",17
"80954",16
"80955",2
"80956",16
"80957",16
"80958",16
"80959",16
"80960",17
"80961",12
"80962",6
"80963",16
"80964",19
"80965",16
"80966",4
"80967",1
"80968",5
"80969",6
"80970",16
"80971",19
"80972",19
"80973",5
"80974",12
"80975",2
"80976",12
"80977",16
"80978",13
"80979",16
"80980",16
"80981",4
"80982",13
"80983",16
"80984",12
"80985",19
"80986",4
"80987",4
"80988",12
"80989",14
"80990",16
"80991",11
"80992",12
"80993",16
"80994",4
"80995",19
"80996",2
"80997",17
"80998",4
"80999",9
"81000",1
"81001",5
"81002",16
"81003",16
"81004",4
"81005",16
"81006",6
"81007",1
"81008",16
"81009",12
"81010",4
"81011",16
"81012",16
"81013",2
"81014",16
"81015",2
"81016",17
"81017",12
"81018",12
"81019",16
"81020",16
"81021",16
"81022",16
"81023",16
"81024",16
"81025",16
"81026",16
"81027",16
"81028",2
"81029",4
"81030",16
"81031",16
"81032",4
"81033",16
"81034",19
"81035",16
"81036",2
"81037",12
"81038",16
"81039",16
"81040",2
"81041",17
"81042",16
"81043",10
"81044",16
"81045",2
"81046",16
"81047",16
"81048",2
"81049",16
"81050",12
"81051",2
"81052",12
"81053",16
"81054",16
"81055",12
"81056",6
"81057",7
"81058",3
"81059",2
"81060",16
"81061",2
"81062",12
"81063",16
"81064",16
"81065",4
"81066",16
"81067",1
"81068",2
"81069",4
"81070",16
"81071",16
"81072",13
"81073",4
"81074",4
"81075",6
"81076",10
"81077",2
"81078",12
"81079",12
"81080",16
"81081",10
"81082",14
"81083",2
"81084",20
"81085",16
"81086",13
"81087",2
"81088",16
"81089",4
"81090",4
"81091",16
"81092",16
"81093",14
"81094",5
"81095",2
"81096",16
"81097",16
"81098",4
"81099",6
"81100",16
"81101",16
"81102",1
"81103",2
"81104",2
"81105",12
"81106",5
"81107",13
"81108",16
"81109",17
"81110",16
"81111",16
"81112",16
"81113",17
"81114",16
"81115",4
"81116",16
"81117",2
"81118",4
"81119",1
"81120",3
"81121",2
"81122",6
"81123",16
"81124",4
"81125",12
"81126",17
"81127",19
"81128",16
"81129",2
"81130",16
"81131",16
"81132",16
"81133",12
"81134",16
"81135",2
"81136",2
"81137",12
"81138",16
"81139",4
"81140",16
"81141",2
"81142",3
"81143",16
"81144",16
"81145",16
"81146",16
"81147",16
"81148",12
"81149",16
"81150",12
"81151",16
"81152",11
"81153",16
"81154",16
"81155",4
"81156",16
"81157",16
"81158",2
"81159",2
"81160",16
"81161",16
"81162",16
"81163",16
"81164",2
"81165",16
"81166",16
"81167",4
"81168",2
"81169",2
"81170",16
"81171",12
"81172",16
"81173",4
"81174",16
"81175",2
"81176",3
"81177",16
"81178",16
"81179",16
"81180",17
"81181",16
"81182",16
"81183",16
"81184",16
"81185",16
"81186",16
"81187",2
"81188",12
"81189",12
"81190",16
"81191",2
"81192",6
"81193",2
"81194",2
"81195",12
"81196",16
"81197",4
"81198",16
"81199",13
"81200",16
"81201",8
"81202",3
"81203",16
"81204",16
"81205",12
"81206",16
"81207",5
"81208",16
"81209",9
"81210",6
"81211",19
"81212",2
"81213",16
"81214",11
"81215",19
"81216",8
"81217",12
"81218",16
"81219",16
"81220",4
"81221",2
"81222",1
"81223",12
"81224",16
"81225",19
"81226",16
"81227",16
"81228",16
"81229",12
"81230",8
"81231",16
"81232",2
"81233",16
"81234",2
"81235",16
"81236",13
"81237",16
"81238",16
"81239",12
"81240",16
"81241",16
"81242",4
"81243",4
"81244",16
"81245",16
"81246",16
"81247",1
"81248",1
"81249",12
"81250",16
"81251",16
"81252",16
"81253",16
"81254",16
"81255",2
"81256",19
"81257",17
"81258",2
"81259",12
"81260",16
"81261",4
"81262",16
"81263",19
"81264",2
"81265",16
"81266",12
"81267",12
"81268",12
"81269",20
"81270",16
"81271",16
"81272",4
"81273",7
"81274",16
"81275",6
"81276",16
"81277",16
"81278",12
"81279",19
"81280",4
"81281",12
"81282",5
"81283",11
"81284",16
"81285",12
"81286",6
"81287",6
"81288",4
"81289",16
"81290",16
"81291",16
"81292",16
"81293",16
"81294",4
"81295",12
"81296",16
"81297",13
"81298",5
"81299",19
"81300",16
"81301",16
"81302",13
"81303",11
"81304",2
"81305",6
"81306",16
"81307",4
"81308",16
"81309",12
"81310",20
"81311",16
"81312",2
"81313",12
"81314",6
"81315",4
"81316",6
"81317",4
"81318",17
"81319",2
"81320",2
"81321",8
"81322",3
"81323",2
"81324",2
"81325",16
"81326",16
"81327",12
"81328",19
"81329",16
"81330",16
"81331",2
"81332",16
"81333",16
"81334",19
"81335",16
"81336",16
"81337",16
"81338",19
"81339",2
"81340",11
"81341",19
"81342",16
"81343",16
"81344",16
"81345",6
"81346",2
"81347",2
"81348",19
"81349",16
"81350",16
"81351",12
"81352",16
"81353",2
"81354",5
"81355",6
"81356",2
"81357",16
"81358",2
"81359",12
"81360",16
"81361",4
"81362",16
"81363",16
"81364",4
"81365",16
"81366",16
"81367",16
"81368",16
"81369",3
"81370",2
"81371",6
"81372",2
"81373",16
"81374",11
"81375",2
"81376",12
"81377",4
"81378",20
"81379",2
"81380",2
"81381",16
"81382",16
"81383",9
"81384",12
"81385",4
"81386",10
"81387",2
"81388",16
"81389",2
"81390",17
"81391",12
"81392",4
"81393",16
"81394",16
"81395",4
"81396",12
"81397",2
"81398",13
"81399",16
"81400",4
"81401",16
"81402",16
"81403",3
"81404",12
"81405",16
"81406",12
"81407",16
"81408",2
"81409",16
"81410",12
"81411",16
"81412",16
"81413",3
"81414",16
"81415",4
"81416",16
"81417",12
"81418",16
"81419",16
"81420",10
"81421",9
"81422",10
"81423",6
"81424",2
"81425",17
"81426",19
"81427",2
"81428",2
"81429",2
"81430",16
"81431",16
"81432",12
"81433",16
"81434",16
"81435",16
"81436",16
"81437",12
"81438",16
"81439",12
"81440",9
"81441",6
"81442",16
"81443",16
"81444",16
"81445",16
"81446",2
"81447",6
"81448",16
"81449",16
"81450",10
"81451",16
"81452",13
"81453",1
"81454",16
"81455",16
"81456",16
"81457",1
"81458",4
"81459",2
"81460",16
"81461",4
"81462",12
"81463",2
"81464",16
"81465",19
"81466",16
"81467",16
"81468",16
"81469",6
"81470",12
"81471",12
"81472",16
"81473",16
"81474",6
"81475",19
"81476",16
"81477",16
"81478",16
"81479",17
"81480",16
"81481",12
"81482",3
"81483",16
"81484",6
"81485",16
"81486",16
"81487",4
"81488",16
"81489",17
"81490",16
"81491",16
"81492",16
"81493",7
"81494",16
"81495",16
"81496",12
"81497",16
"81498",16
"81499",16
"81500",16
"81501",16
"81502",16
"81503",4
"81504",6
"81505",4
"81506",16
"81507",16
"81508",17
"81509",16
"81510",16
"81511",2
"81512",12
"81513",16
"81514",16
"81515",2
"81516",16
"81517",2
"81518",4
"81519",4
"81520",2
"81521",16
"81522",6
"81523",17
"81524",2
"81525",16
"81526",16
"81527",19
"81528",6
"81529",2
"81530",16
"81531",6
"81532",2
"81533",16
"81534",16
"81535",2
"81536",12
"81537",5
"81538",4
"81539",11
"81540",16
"81541",16
"81542",16
"81543",2
"81544",16
"81545",2
"81546",16
"81547",10
"81548",16
"81549",19
"81550",16
"81551",4
"81552",16
"81553",13
"81554",16
"81555",12
"81556",2
"81557",12
"81558",16
"81559",9
"81560",2
"81561",16
"81562",16
"81563",2
"81564",16
"81565",19
"81566",16
"81567",8
"81568",16
"81569",4
"81570",16
"81571",4
"81572",16
"81573",4
"81574",2
"81575",16
"81576",12
"81577",12
"81578",4
"81579",4
"81580",19
"81581",2
"81582",12
"81583",1
"81584",4
"81585",16
"81586",2
"81587",4
"81588",11
"81589",16
"81590",4
"81591",16
"81592",13
"81593",16
"81594",4
"81595",16
"81596",19
"81597",12
"81598",12
"81599",16
"81600",16
"81601",16
"81602",2
"81603",7
"81604",2
"81605",12
"81606",16
"81607",16
"81608",2
"81609",2
"81610",6
"81611",16
"81612",12
"81613",2
"81614",16
"81615",16
"81616",16
"81617",9
"81618",16
"81619",16
"81620",12
"81621",12
"81622",16
"81623",3
"81624",2
"81625",16
"81626",9
"81627",4
"81628",4
"81629",16
"81630",16
"81631",6
"81632",12
"81633",2
"81634",5
"81635",4
"81636",2
"81637",2
"81638",4
"81639",16
"81640",16
"81641",2
"81642",1
"81643",4
"81644",16
"81645",4
"81646",2
"81647",12
"81648",16
"81649",2
"81650",1
"81651",16
"81652",16
"81653",16
"81654",16
"81655",16
"81656",2
"81657",16
"81658",16
"81659",16
"81660",4
"81661",16
"81662",19
"81663",16
"81664",16
"81665",16
"81666",12
"81667",16
"81668",16
"81669",16
"81670",16
"81671",9
"81672",19
"81673",16
"81674",16
"81675",16
"81676",2
"81677",19
"81678",16
"81679",16
"81680",16
"81681",11
"81682",4
"81683",1
"81684",16
"81685",19
"81686",2
"81687",16
"81688",1
"81689",4
"81690",16
"81691",16
"81692",16
"81693",19
"81694",16
"81695",19
"81696",12
"81697",15
"81698",11
"81699",2
"81700",12
"81701",4
"81702",16
"81703",2
"81704",16
"81705",4
"81706",1
"81707",2
"81708",19
"81709",4
"81710",14
"81711",10
"81712",12
"81713",3
"81714",12
"81715",13
"81716",8
"81717",16
"81718",16
"81719",13
"81720",16
"81721",16
"81722",16
"81723",2
"81724",4
"81725",5
"81726",16
"81727",16
"81728",16
"81729",5
"81730",6
"81731",16
"81732",4
"81733",12
"81734",12
"81735",4
"81736",17
"81737",16
"81738",16
"81739",16
"81740",6
"81741",4
"81742",6
"81743",19
"81744",16
"81745",4
"81746",5
"81747",6
"81748",2
"81749",16
"81750",16
"81751",16
"81752",12
"81753",4
"81754",12
"81755",2
"81756",16
"81757",16
"81758",16
"81759",6
"81760",16
"81761",16
"81762",13
"81763",3
"81764",12
"81765",16
"81766",16
"81767",16
"81768",16
"81769",16
"81770",16
"81771",16
"81772",16
"81773",16
"81774",2
"81775",5
"81776",12
"81777",4
"81778",16
"81779",4
"81780",12
"81781",17
"81782",16
"81783",2
"81784",16
"81785",16
"81786",6
"81787",2
"81788",16
"81789",16
"81790",12
"81791",1
"81792",16
"81793",16
"81794",19
"81795",12
"81796",16
"81797",4
"81798",6
"81799",2
"81800",12
"81801",5
"81802",16
"81803",16
"81804",2
"81805",4
"81806",16
"81807",12
"81808",4
"81809",6
"81810",16
"81811",2
"81812",9
"81813",19
"81814",12
"81815",8
"81816",2
"81817",6
"81818",6
"81819",16
"81820",4
"81821",2
"81822",19
"81823",14
"81824",16
"81825",16
"81826",4
"81827",4
"81828",16
"81829",2
"81830",16
"81831",16
"81832",16
"81833",6
"81834",16
"81835",3
"81836",16
"81837",3
"81838",8
"81839",2
"81840",12
"81841",19
"81842",20
"81843",2
"81844",6
"81845",4
"81846",11
"81847",16
"81848",16
"81849",16
"81850",12
"81851",17
"81852",12
"81853",12
"81854",16
"81855",16
"81856",4
"81857",5
"81858",12
"81859",16
"81860",16
"81861",6
"81862",16
"81863",2
"81864",12
"81865",2
"81866",16
"81867",7
"81868",12
"81869",16
"81870",12
"81871",12
"81872",16
"81873",16
"81874",1
"81875",3
"81876",4
"81877",16
"81878",4
"81879",19
"81880",1
"81881",19
"81882",9
"81883",2
"81884",17
"81885",2
"81886",16
"81887",16
"81888",14
"81889",17
"81890",12
"81891",12
"81892",8
"81893",16
"81894",18
"81895",16
"81896",12
"81897",16
"81898",16
"81899",6
"81900",6
"81901",16
"81902",10
"81903",16
"81904",16
"81905",16
"81906",16
"81907",16
"81908",2
"81909",16
"81910",2
"81911",19
"81912",4
"81913",17
"81914",19
"81915",4
"81916",12
"81917",16
"81918",16
"81919",2
"81920",2
"81921",7
"81922",16
"81923",4
"81924",12
"81925",4
"81926",4
"81927",2
"81928",12
"81929",16
"81930",12
"81931",5
"81932",16
"81933",17
"81934",16
"81935",19
"81936",12
"81937",16
"81938",2
"81939",16
"81940",16
"81941",17
"81942",19
"81943",12
"81944",4
"81945",16
"81946",12
"81947",18
"81948",13
"81949",4
"81950",16
"81951",16
"81952",16
"81953",7
"81954",2
"81955",12
"81956",16
"81957",4
"81958",2
"81959",16
"81960",17
"81961",16
"81962",16
"81963",16
"81964",16
"81965",4
"81966",2
"81967",2
"81968",19
"81969",2
"81970",2
"81971",2
"81972",12
"81973",16
"81974",12
"81975",16
"81976",16
"81977",2
"81978",16
"81979",16
"81980",12
"81981",4
"81982",16
"81983",12
"81984",4
"81985",13
"81986",12
"81987",16
"81988",4
"81989",9
"81990",16
"81991",16
"81992",2
"81993",3
"81994",4
"81995",16
"81996",4
"81997",16
"81998",4
"81999",16
"82000",2
"82001",16
"82002",6
"82003",12
"82004",12
"82005",2
"82006",2
"82007",19
"82008",16
"82009",12
"82010",16
"82011",16
"82012",1
"82013",19
"82014",17
"82015",4
"82016",16
"82017",11
"82018",12
"82019",16
"82020",2
"82021",16
"82022",4
"82023",16
"82024",14
"82025",16
"82026",4
"82027",6
"82028",16
"82029",4
"82030",12
"82031",2
"82032",9
"82033",2
"82034",12
"82035",11
"82036",12
"82037",16
"82038",6
"82039",11
"82040",3
"82041",12
"82042",3
"82043",16
"82044",17
"82045",17
"82046",16
"82047",12
"82048",19
"82049",12
"82050",16
"82051",2
"82052",8
"82053",16
"82054",16
"82055",16
"82056",16
"82057",16
"82058",4
"82059",16
"82060",16
"82061",16
"82062",16
"82063",16
"82064",2
"82065",12
"82066",12
"82067",16
"82068",16
"82069",16
"82070",6
"82071",12
"82072",16
"82073",16
"82074",2
"82075",2
"82076",6
"82077",16
"82078",16
"82079",16
"82080",16
"82081",2
"82082",4
"82083",12
"82084",4
"82085",2
"82086",16
"82087",17
"82088",16
"82089",7
"82090",16
"82091",12
"82092",12
"82093",16
"82094",1
"82095",2
"82096",10
"82097",12
"82098",6
"82099",16
"82100",16
"82101",4
"82102",2
"82103",16
"82104",16
"82105",16
"82106",16
"82107",16
"82108",16
"82109",16
"82110",13
"82111",4
"82112",4
"82113",4
"82114",6
"82115",12
"82116",14
"82117",16
"82118",2
"82119",4
"82120",4
"82121",6
"82122",16
"82123",2
"82124",4
"82125",12
"82126",16
"82127",2
"82128",16
"82129",3
"82130",6
"82131",16
"82132",16
"82133",16
"82134",12
"82135",16
"82136",6
"82137",6
"82138",16
"82139",16
"82140",4
"82141",16
"82142",2
"82143",16
"82144",12
"82145",8
"82146",16
"82147",12
"82148",8
"82149",16
"82150",16
"82152",15
"82153",10
"82154",10
"82155",9
"82156",12
"82157",16
"82158",4
"82159",4
"82160",16
"82161",12
"82162",16
"82163",3
"82164",16
"82165",16
"82166",4
"82167",4
"82168",16
"82169",12
"82170",4
"82171",4
"82172",16
"82173",12
"82174",12
"82175",4
"82176",8
"82177",12
"82178",4
"82179",12
"82180",16
"82181",4
"82182",12
"82183",6
"82184",4
"82185",4
"82186",12
"82187",2
"82188",17
"82189",12
"82190",17
"82191",16
"82192",4
"82193",6
"82194",4
"82195",19
"82196",13
"82197",4
"82198",4
"82199",12
"82200",12
"82201",4
"82202",4
"82203",4
"82204",10
"82205",1
"82206",17
"82207",19
"82208",4
"82209",4
"82210",4
"82211",9
"82212",2
"82213",12
"82214",12
"82215",17
"82216",2
"82217",9
"82218",4
"82219",6
"82220",19
"82221",12
"82222",4
"82223",4
"82224",4
"82225",4
"82226",12
"82227",4
"82228",4
"82229",12
"82230",4
"82231",4
"82232",2
"82233",4
"82234",10
"82235",2
"82236",4
"82237",19
"82238",4
"82239",3
"82240",9
"82242",4
"82243",9
"82244",16
"82245",3
"82246",12
"82247",16
"82248",12
"82249",13
"82250",4
"82251",12
"82252",4
"82253",16
"82254",4
"82255",19
"82256",16
"82257",19
"82258",10
"82259",4
"82260",1
"82261",16
"82262",16
"82263",4
"82264",6
"82265",16
"82266",1
"82267",13
"82268",3
"82269",2
"82270",6
"82271",2
"82272",2
"82273",16
"82274",16
"82275",1
"82276",16
"82277",4
"82278",1
"82279",12
"82280",4
"82281",12
"82282",5
"82283",6
"82284",19
"82285",12
"82286",9
"82287",12
"82288",4
"82289",12
"82290",3
"82291",12
"82292",6
"82293",4
"82294",16
"82295",12
"82296",12
"82297",1
"82298",4
"82299",1
"82300",3
"82301",12
"82302",10
"82303",4
"82304",4
"82305",7
"82306",12
"82307",19
"82308",19
"82309",16
"82310",18
"82311",1
"82312",17
"82313",4
"82314",16
"82315",4
"82316",1
"82317",10
"82318",13
"82319",19
"82320",16
"82321",17
"82322",19
"82323",4
"82324",12
"82325",4
"82326",12
"82327",4
"82328",12
"82329",2
"82330",20
"82331",10
"82332",4
"82333",17
"82334",2
"82335",19
"82336",6
"82337",6
"82338",4
"82339",10
"82340",16
"82341",6
"82342",5
"82343",9
"82344",4
"82345",17
"82346",6
"82347",4
"82348",4
"82349",1
"82350",12
"82351",16
"82352",19
"82353",1
"82354",4
"82355",12
"82356",12
"82357",1
"82358",1
"82359",4
"82360",7
"82361",2
"82362",2
"82363",10
"82364",4
"82365",4
"82366",16
"82367",1
"82368",4
"82369",4
"82370",1
"82371",17
"82372",12
"82373",4
"82374",1
"82375",1
"82376",4
"82377",16
"82378",20
"82379",16
"82380",4
"82381",6
"82382",9
"82383",9
"82384",12
"82385",19
"82386",17
"82387",12
"82388",17
"82389",2
"82390",7
"82391",4
"82392",17
"82393",4
"82394",2
"82395",2
"82396",6
"82397",12
"82398",1
"82399",9
"82400",12
"82401",4
"82402",17
"82403",9
"82404",4
"82405",10
"82406",4
"82407",4
"82408",12
"82409",9
"82410",8
"82411",4
"82412",19
"82413",16
"82414",2
"82415",2
"82416",12
"82417",2
"82418",12
"82419",12
"82420",12
"82421",19
"82422",4
"82423",2
"82424",16
"82425",4
"82426",4
"82427",10
"82428",12
"82429",12
"82430",12
"82431",17
"82432",12
"82433",1
"82434",4
"82435",12
"82436",19
"82437",1
"82438",4
"82439",6
"82440",10
"82441",17
"82442",1
"82443",20
"82444",17
"82445",4
"82446",2
"82447",4
"82448",16
"82449",17
"82450",19
"82451",9
"82452",19
"82453",1
"82454",16
"82455",12
"82456",4
"82457",12
"82458",12
"82459",6
"82460",4
"82461",12
"82462",4
"82463",4
"82464",9
"82465",4
"82466",4
"82467",19
"82468",5
"82469",4
"82470",12
"82471",9
"82472",4
"82473",3
"82474",9
"82475",9
"82476",5
"82477",4
"82478",10
"82479",16
"82480",12
"82481",12
"82482",4
"82483",4
"82484",19
"82485",4
"82486",16
"82487",1
"82488",12
"82489",1
"82490",1
"82491",4
